ensgene	control_1	treated_1	control_2	treated_2
ENSG00000267552	0,0	0,0	2,0	0,0
ENSG00000267554	2,0	0,0	2,0	1,0
ENSG00000267558	0,0	0,0	0,0	0,0
ENSG00000267561	275,0	282,0	110,0	87,0
ENSG00000267570	0,0	3,0	1,0	0,0
ENSG00000267573	0,0	0,0	0,0	0,0
ENSG00000267585	0,0	0,0	0,0	0,0
ENSG00000267587	0,0	1,0	2,0	3,0
ENSG00000267589	0,0	0,0	0,0	0,0
ENSG00000267590	0,0	0,0	0,0	0,0
ENSG00000267591	0,0	0,0	0,0	0,0
ENSG00000267592	0,0	0,0	0,0	0,0
ENSG00000267594	1,0	0,0	0,0	0,0
ENSG00000267595	2,0	1,0	0,0	3,0
ENSG00000267597	0,0	0,0	0,0	0,0
ENSG00000267609	0,0	0,0	0,0	0,0
ENSG00000267611	0,0	0,0	0,0	0,0
ENSG00000267618	6,0	4,0	0,0	0,0
ENSG00000267620	0,0	0,0	0,0	0,0
ENSG00000267623	0,0	0,0	0,0	0,0
ENSG00000267624	0,0	0,0	0,0	0,0
ENSG00000267630	0,0	0,0	0,0	0,0
ENSG00000267631	0,0	0,0	0,0	0,0
ENSG00000267634	0,0	0,0	0,0	0,0
ENSG00000267635	0,0	0,0	0,0	0,0
ENSG00000267639	0,0	0,0	0,0	0,0
ENSG00000267641	0,0	0,0	0,0	0,0
ENSG00000267645	448,0	329,0	692,0	463,0
ENSG00000267647	0,0	0,0	0,0	0,0
ENSG00000267648	53,0	53,0	80,0	79,0
ENSG00000267652	0,0	0,0	0,0	0,0
ENSG00000267656	1,0	0,0	0,0	0,0
ENSG00000267661	0,0	0,0	0,0	0,0
ENSG00000267663	0,0	0,0	0,0	0,0
ENSG00000267664	0,0	1,0	0,0	0,0
ENSG00000267669	34,0	103,0	51,0	92,0
ENSG00000267673	218,0	188,0	251,0	141,0
ENSG00000267676	2,0	1,0	0,0	2,0
ENSG00000267678	0,0	0,0	0,0	0,0
ENSG00000267679	1,0	1,0	0,0	0,0
ENSG00000267680	540,0	453,0	673,0	365,0
ENSG00000267681	12,0	7,0	4,0	4,0
ENSG00000267685	0,0	0,0	0,0	0,0
ENSG00000267687	0,0	0,0	0,0	0,0
ENSG00000267689	0,0	0,0	0,0	0,0
ENSG00000267691	1,0	0,0	0,0	0,0
ENSG00000267692	0,0	3,0	0,0	0,0
ENSG00000267693	0,0	0,0	0,0	0,0
ENSG00000267697	0,0	0,0	0,0	9,0
ENSG00000267699	6,0	10,0	12,0	5,0
ENSG00000267704	0,0	0,0	0,0	0,0
ENSG00000267706	0,0	1,0	0,0	0,0
ENSG00000267708	0,0	0,0	1,0	0,0
ENSG00000267713	0,0	0,0	0,0	0,0
ENSG00000267716	0,0	0,0	0,0	0,0
ENSG00000267717	0,0	1,0	0,0	0,0
ENSG00000267725	0,0	0,0	0,0	0,0
ENSG00000267728	0,0	0,0	0,0	0,0
ENSG00000267733	0,0	3,0	1,0	1,0
ENSG00000267736	1,0	0,0	1,0	0,0
ENSG00000267740	17,0	17,0	6,0	9,0
ENSG00000267741	1,0	0,0	1,0	0,0
ENSG00000267742	0,0	0,0	0,0	0,0
ENSG00000267744	0,0	0,0	0,0	0,0
ENSG00000267748	0,0	0,0	2,0	0,0
ENSG00000267752	0,0	0,0	0,0	0,0
ENSG00000267756	0,0	0,0	0,0	0,0
ENSG00000267768	0,0	0,0	0,0	0,0
ENSG00000267770	0,0	0,0	0,0	0,0
ENSG00000267771	0,0	0,0	0,0	0,0
ENSG00000267773	0,0	0,0	0,0	0,0
ENSG00000267775	0,0	0,0	0,0	0,0
ENSG00000267781	1,0	4,0	0,0	3,0
ENSG00000267792	0,0	0,0	0,0	0,0
ENSG00000267793	5,0	5,0	10,0	3,0
ENSG00000267794	0,0	0,0	0,0	0,0
ENSG00000267795	2,0	3,0	5,0	0,0
ENSG00000267796	84,0	104,0	91,0	76,0
ENSG00000267797	0,0	0,0	0,0	0,0
ENSG00000267799	0,0	0,0	0,0	0,0
ENSG00000267800	1,0	2,0	1,0	1,0
ENSG00000267809	57,0	44,0	71,0	55,0
ENSG00000267855	230,0	197,0	245,0	187,0
ENSG00000267881	0,0	0,0	0,0	0,0
ENSG00000267895	0,0	0,0	0,0	0,0
ENSG00000267908	0,0	0,0	2,0	0,0
ENSG00000267909	1,0	3,0	1,0	0,0
ENSG00000267920	0,0	0,0	0,0	0,0
ENSG00000267938	0,0	0,0	0,0	1,0
ENSG00000267952	0,0	0,0	19,0	17,0
ENSG00000267954	0,0	0,0	3,0	0,0
ENSG00000267961	0,0	0,0	0,0	0,0
ENSG00000267978	0,0	0,0	1,0	0,0
ENSG00000267990	0,0	0,0	0,0	0,0
ENSG00000268009	0,0	0,0	0,0	0,0
ENSG00000268020	0,0	0,0	0,0	0,0
ENSG00000268034	0,0	0,0	0,0	0,0
ENSG00000268036	1,0	0,0	0,0	1,0
ENSG00000268041	2,0	1,0	1,0	2,0
ENSG00000268043	626,0	449,0	659,0	359,0
ENSG00000268053	0,0	1,0	0,0	0,0
ENSG00000268058	0,0	0,0	0,0	0,0
ENSG00000268062	0,0	0,0	0,0	0,0
ENSG00000268067	0,0	0,0	0,0	0,0
ENSG00000268070	1,0	0,0	2,0	0,0
ENSG00000268074	0,0	0,0	0,0	0,0
ENSG00000268079	0,0	0,0	0,0	0,0
ENSG00000268080	0,0	0,0	1,0	1,0
ENSG00000268083	0,0	0,0	1,0	0,0
ENSG00000268088	0,0	0,0	0,0	0,0
ENSG00000268089	0,0	0,0	0,0	0,0
ENSG00000268100	0,0	0,0	0,0	0,0
ENSG00000268101	0,0	0,0	0,0	0,0
ENSG00000268104	1,0	2,0	0,0	0,0
ENSG00000268105	0,0	0,0	0,0	0,0
ENSG00000268107	0,0	0,0	0,0	0,0
ENSG00000268116	0,0	0,0	0,0	0,0
ENSG00000268117	0,0	0,0	0,0	0,0
ENSG00000268133	0,0	2,0	0,0	0,0
ENSG00000268140	0,0	0,0	0,0	0,0
ENSG00000268144	1,0	0,0	0,0	0,0
ENSG00000268148	0,0	0,0	0,0	0,0
ENSG00000268153	1,0	0,0	4,0	2,0
ENSG00000268163	7,0	0,0	2,0	0,0
ENSG00000268173	0,0	34,0	0,0	0,0
ENSG00000268174	0,0	0,0	0,0	1,0
ENSG00000268182	2,0	6,0	3,0	4,0
ENSG00000268187	0,0	0,0	1,0	1,0
ENSG00000268193	0,0	3,0	0,0	2,0
ENSG00000268209	0,0	0,0	0,0	0,0
ENSG00000268221	0,0	0,0	0,0	0,0
ENSG00000268222	0,0	2,0	3,0	2,0
ENSG00000268223	0,0	0,0	0,0	1,0
ENSG00000268225	12,0	10,0	26,0	10,0
ENSG00000268234	0,0	0,0	0,0	0,0
ENSG00000268235	0,0	0,0	0,0	0,0
ENSG00000268238	0,0	0,0	0,0	0,0
ENSG00000268243	0,0	0,0	0,0	0,0
ENSG00000268267	0,0	0,0	0,0	0,0
ENSG00000268272	0,0	0,0	0,0	0,0
ENSG00000268278	0,0	0,0	0,0	0,0
ENSG00000268279	29,0	25,0	20,0	14,0
ENSG00000268282	0,0	1,0	0,0	0,0
ENSG00000268293	0,0	0,0	0,0	0,0
ENSG00000268295	0,0	0,0	0,0	0,0
ENSG00000268297	0,0	0,0	0,0	0,0
ENSG00000268320	0,0	0,0	0,0	0,0
ENSG00000268322	1,0	0,0	0,0	0,0
ENSG00000268335	0,0	0,0	0,0	0,0
ENSG00000268336	0,0	0,0	0,0	0,0
ENSG00000268350	703,0	486,0	594,0	413,0
ENSG00000268357	1,0	0,0	3,0	1,0
ENSG00000268361	0,0	0,0	1,0	0,0
ENSG00000268379	0,0	0,0	0,0	0,0
ENSG00000268391	0,0	0,0	0,0	0,0
ENSG00000268400	0,0	0,0	3,0	7,0
ENSG00000268407	0,0	0,0	0,0	0,0
ENSG00000268412	0,0	0,0	0,0	0,0
ENSG00000268433	0,0	0,0	0,0	0,0
ENSG00000268434	0,0	0,0	0,0	3,0
ENSG00000268438	1,0	0,0	0,0	0,0
ENSG00000268439	138,0	112,0	129,0	67,0
ENSG00000268442	5,0	1,0	1,0	3,0
ENSG00000268447	0,0	0,0	0,0	0,0
ENSG00000268455	0,0	0,0	0,0	0,0
ENSG00000268461	0,0	0,0	0,0	0,0
ENSG00000268465	0,0	0,0	0,0	0,0
ENSG00000268469	0,0	0,0	0,0	0,0
ENSG00000268473	1,0	0,0	0,0	0,0
ENSG00000268483	0,0	0,0	0,0	0,0
ENSG00000268486	1,0	0,0	1,0	0,0
ENSG00000268500	1,0	0,0	0,0	0,0
ENSG00000268510	0,0	0,0	0,0	0,0
ENSG00000268521	7,0	6,0	7,0	1,0
ENSG00000268529	2,0	1,0	1,0	0,0
ENSG00000268533	12,0	9,0	10,0	5,0
ENSG00000268535	0,0	0,0	0,0	0,0
ENSG00000268541	0,0	0,0	0,0	0,0
ENSG00000268545	2,0	0,0	0,0	1,0
ENSG00000268581	0,0	0,0	0,0	0,0
ENSG00000268582	0,0	0,0	0,0	0,0
ENSG00000268589	0,0	0,0	0,0	0,0
ENSG00000268593	0,0	0,0	0,0	0,0
ENSG00000268598	1,0	0,0	1,0	1,0
ENSG00000268606	0,0	0,0	0,0	0,0
ENSG00000268614	0,0	0,0	0,0	0,0
ENSG00000268620	0,0	0,0	0,0	0,0
ENSG00000268623	0,0	0,0	0,0	0,0
ENSG00000268629	0,0	0,0	1,0	0,0
ENSG00000268643	0,0	2,0	0,0	0,0
ENSG00000268651	0,0	0,0	0,0	0,0
ENSG00000268652	0,0	0,0	0,0	0,0
ENSG00000268660	1,0	0,0	0,0	0,0
ENSG00000268663	0,0	0,0	0,0	0,0
ENSG00000268669	0,0	0,0	0,0	0,0
ENSG00000268674	0,0	0,0	0,0	0,0
ENSG00000268681	0,0	0,0	0,0	0,0
ENSG00000268685	0,0	0,0	0,0	0,0
ENSG00000268696	0,0	0,0	1,0	0,0
ENSG00000268705	0,0	0,0	0,0	0,0
ENSG00000268711	0,0	0,0	0,0	0,0
ENSG00000268714	0,0	0,0	0,0	0,0
ENSG00000268717	0,0	0,0	0,0	1,0
ENSG00000268721	0,0	0,0	0,0	0,0
ENSG00000268723	0,0	1,0	0,0	0,0
ENSG00000268731	0,0	0,0	0,0	0,0
ENSG00000268736	2,0	2,0	0,0	0,0
ENSG00000268738	10,0	7,0	5,0	11,0
ENSG00000268742	0,0	0,0	0,0	0,0
ENSG00000268744	5,0	8,0	12,0	3,0
ENSG00000268747	0,0	1,0	0,0	0,0
ENSG00000268750	9,0	7,0	3,0	9,0
ENSG00000268758	0,0	0,0	1,0	0,0
ENSG00000268784	0,0	0,0	0,0	0,0
ENSG00000268785	0,0	0,0	0,0	1,0
ENSG00000268789	0,0	0,0	0,0	0,0
ENSG00000268790	127,0	92,0	56,0	43,0
ENSG00000268794	0,0	0,0	0,0	0,0
ENSG00000268797	0,0	0,0	1,0	0,0
ENSG00000268799	2,0	2,0	0,0	0,0
ENSG00000268803	0,0	0,0	0,0	0,0
ENSG00000268830	0,0	0,0	0,0	0,0
ENSG00000268834	0,0	0,0	0,0	0,0
ENSG00000268839	0,0	0,0	0,0	0,0
ENSG00000268847	0,0	0,0	0,0	0,0
ENSG00000268849	0,0	0,0	0,0	0,0
ENSG00000268861	0,0	0,0	0,0	0,0
ENSG00000268864	4,0	1,0	5,0	0,0
ENSG00000268866	1,0	0,0	0,0	0,0
ENSG00000268869	0,0	0,0	1,0	0,0
ENSG00000268870	5,0	1,0	0,0	0,0
ENSG00000268879	0,0	0,0	0,0	0,0
ENSG00000268883	19,0	10,0	23,0	7,0
ENSG00000268884	0,0	0,0	1,0	0,0
ENSG00000268892	2,0	0,0	0,0	0,0
ENSG00000268902	0,0	0,0	0,0	0,0
ENSG00000268903	0,0	0,0	6,0	0,0
ENSG00000268908	0,0	0,0	0,0	0,0
ENSG00000268916	0,0	0,0	0,0	0,0
ENSG00000268922	0,0	0,0	0,0	0,0
ENSG00000268940	0,0	0,0	0,0	0,0
ENSG00000268942	0,0	0,0	0,0	0,0
ENSG00000268949	9,0	4,0	9,0	5,0
ENSG00000268951	1,0	0,0	1,0	0,0
ENSG00000268957	0,0	0,0	0,0	0,0
ENSG00000268964	0,0	0,0	0,0	0,0
ENSG00000268967	0,0	0,0	0,0	0,0
ENSG00000268975	0,0	0,0	0,0	0,0
ENSG00000268988	0,0	0,0	0,0	0,0
ENSG00000268991	0,0	0,0	0,0	0,0
ENSG00000268992	0,0	0,0	0,0	0,0
ENSG00000268993	0,0	0,0	0,0	0,0
ENSG00000268995	0,0	0,0	0,0	0,0
ENSG00000268997	0,0	0,0	0,0	0,0
ENSG00000269001	14,0	14,0	17,0	12,0
ENSG00000269009	0,0	0,0	0,0	0,0
ENSG00000269012	0,0	0,0	0,0	0,0
ENSG00000269014	0,0	0,0	1,0	0,0
ENSG00000269021	0,0	0,0	0,0	0,0
ENSG00000269025	0,0	0,0	0,0	0,0
ENSG00000269026	6,0	0,0	0,0	0,0
ENSG00000269028	24858,0	24139,0	52601,0	32218,0
ENSG00000269032	2,0	3,0	1,0	2,0
ENSG00000269035	0,0	0,0	0,0	0,0
ENSG00000269040	0,0	0,0	0,0	0,0
ENSG00000269055	0,0	0,0	0,0	0,0
ENSG00000269058	0,0	0,0	2,0	0,0
ENSG00000269067	0,0	1,0	1,0	0,0
ENSG00000269069	7,0	3,0	24,0	7,0
ENSG00000269095	3,0	0,0	0,0	0,0
ENSG00000269096	0,0	0,0	0,0	0,0
ENSG00000269097	0,0	0,0	0,0	0,0
ENSG00000269099	0,0	0,0	0,0	0,0
ENSG00000269113	72,0	63,0	36,0	12,0
ENSG00000269118	0,0	1,0	0,0	0,0
ENSG00000269119	0,0	0,0	0,0	0,0
ENSG00000269130	0,0	0,0	0,0	0,0
ENSG00000269136	0,0	0,0	0,0	0,0
ENSG00000269138	0,0	0,0	0,0	0,0
ENSG00000269153	0,0	0,0	0,0	0,0
ENSG00000269154	0,0	0,0	0,0	0,0
ENSG00000269167	0,0	0,0	0,0	0,0
ENSG00000269179	0,0	0,0	0,0	0,0
ENSG00000269181	0,0	0,0	0,0	0,0
ENSG00000269188	0,0	0,0	0,0	0,0
ENSG00000269190	372,0	334,0	434,0	244,0
ENSG00000269226	65,0	37,0	73,0	23,0
ENSG00000269227	15,0	11,0	3,0	1,0
ENSG00000269228	0,0	0,0	0,0	0,0
ENSG00000269236	0,0	1,0	0,0	0,0
ENSG00000269237	0,0	0,0	0,0	0,0
ENSG00000269242	7,0	6,0	0,0	8,0
ENSG00000269244	0,0	0,0	0,0	0,0
ENSG00000269253	0,0	0,0	0,0	0,0
ENSG00000269266	0,0	0,0	0,0	0,0
ENSG00000269274	0,0	1,0	0,0	0,0
ENSG00000269281	0,0	0,0	0,0	0,0
ENSG00000269304	0,0	0,0	0,0	0,0
ENSG00000269307	0,0	0,0	0,0	0,0
ENSG00000269313	38,0	13,0	31,0	9,0
ENSG00000269316	0,0	0,0	0,0	0,0
ENSG00000269320	0,0	0,0	0,0	0,0
ENSG00000269332	2,0	3,0	3,0	0,0
ENSG00000269335	759,0	758,0	854,0	447,0
ENSG00000269343	115,0	71,0	113,0	48,0
ENSG00000269345	0,0	0,0	0,0	0,0
ENSG00000269354	0,0	0,0	0,0	0,0
ENSG00000269373	0,0	0,0	0,0	0,0
ENSG00000269374	45,0	49,0	55,0	64,0
ENSG00000269378	367,0	428,0	496,0	7,0
ENSG00000269383	0,0	0,0	0,0	0,0
ENSG00000269385	0,0	0,0	0,0	0,0
ENSG00000269388	14,0	8,0	3,0	4,0
ENSG00000269403	4,0	3,0	6,0	6,0
ENSG00000269404	3,0	3,0	14,0	7,0
ENSG00000269405	0,0	0,0	0,0	0,0
ENSG00000269419	0,0	0,0	0,0	0,0
ENSG00000269421	0,0	1,0	0,0	0,0
ENSG00000269431	0,0	0,0	0,0	0,0
ENSG00000269433	0,0	0,0	0,0	0,0
ENSG00000269437	0,0	0,0	0,0	0,0
ENSG00000269458	0,0	0,0	0,0	0,0
ENSG00000269466	0,0	9,0	0,0	0,0
ENSG00000269469	0,0	0,0	0,0	0,0
ENSG00000269471	0,0	0,0	0,0	0,0
ENSG00000269475	0,0	0,0	0,0	0,0
ENSG00000269476	0,0	0,0	0,0	0,0
ENSG00000269502	0,0	0,0	0,0	0,0
ENSG00000269505	0,0	0,0	0,0	0,0
ENSG00000269509	0,0	0,0	0,0	0,0
ENSG00000269516	0,0	0,0	0,0	0,0
ENSG00000269519	0,0	0,0	0,0	0,0
ENSG00000269526	0,0	0,0	0,0	0,0
ENSG00000269533	8,0	7,0	3,0	4,0
ENSG00000269540	1,0	1,0	0,0	0,0
ENSG00000269546	0,0	0,0	0,0	0,0
ENSG00000269547	29,0	15,0	2,0	5,0
ENSG00000269552	0,0	0,0	0,0	0,0
ENSG00000269556	450,0	485,0	515,0	466,0
ENSG00000269565	0,0	0,0	0,0	0,0
ENSG00000269575	0,0	0,0	0,0	0,0
ENSG00000269576	0,0	0,0	0,0	0,0
ENSG00000269580	0,0	0,0	0,0	0,0
ENSG00000269584	0,0	0,0	0,0	0,0
ENSG00000269586	0,0	0,0	0,0	0,0
ENSG00000269588	0,0	0,0	0,0	0,0
ENSG00000269590	0,0	0,0	0,0	0,0
ENSG00000269608	1,0	0,0	0,0	0,0
ENSG00000269615	0,0	0,0	1,0	0,0
ENSG00000269622	0,0	0,0	0,0	0,0
ENSG00000269637	0,0	0,0	0,0	0,0
ENSG00000269651	0,0	0,0	0,0	0,0
ENSG00000269662	0,0	0,0	0,0	0,0
ENSG00000269678	0,0	0,0	0,0	0,0
ENSG00000269681	0,0	0,0	0,0	0,0
ENSG00000269692	0,0	0,0	0,0	0,0
ENSG00000269693	76,0	81,0	118,0	49,0
ENSG00000269699	3,0	8,0	1,0	5,0
ENSG00000269706	0,0	0,0	0,0	0,0
ENSG00000269711	0,0	0,0	0,0	0,0
ENSG00000269713	2132,0	1843,0	3326,0	1837,0
ENSG00000269721	0,0	2,0	0,0	0,0
ENSG00000269732	0,0	0,0	0,0	0,0
ENSG00000269741	0,0	0,0	0,0	0,0
ENSG00000269742	0,0	0,0	1,0	0,0
ENSG00000269743	54,0	36,0	86,0	30,0
ENSG00000269755	2,0	4,0	9,0	4,0
ENSG00000269761	0,0	0,0	0,0	0,0
ENSG00000269763	0,0	0,0	0,0	0,0
ENSG00000269765	0,0	0,0	0,0	0,0
ENSG00000269776	0,0	0,0	0,0	0,0
ENSG00000269779	0,0	3,0	5,0	1,0
ENSG00000269786	0,0	0,0	0,0	0,0
ENSG00000269787	0,0	0,0	0,0	0,0
ENSG00000269791	0,0	0,0	0,0	0,0
ENSG00000269794	3,0	2,0	3,0	1,0
ENSG00000269800	0,0	1,0	1,0	0,0
ENSG00000269811	0,0	0,0	0,0	0,0
ENSG00000269823	0,0	13,0	6,0	38,0
ENSG00000269833	0,0	0,0	0,0	0,0
ENSG00000269837	63,0	33,0	114,0	49,0
ENSG00000269839	0,0	0,0	0,0	0,0
ENSG00000269845	2,0	1,0	0,0	0,0
ENSG00000269848	0,0	0,0	0,0	0,0
ENSG00000269855	0,0	0,0	1,0	0,0
ENSG00000269858	1702,0	1754,0	1642,0	918,0
ENSG00000269881	37,0	56,0	74,0	41,0
ENSG00000269885	0,0	0,0	0,0	0,0
ENSG00000269891	0,0	0,0	0,0	0,0
ENSG00000269896	32,0	21,0	42,0	12,0
ENSG00000269897	226,0	136,0	310,0	166,0
ENSG00000269904	1,0	2,0	10,0	3,0
ENSG00000269907	0,0	0,0	6,0	0,0
ENSG00000269948	5,0	5,0	8,0	2,0
ENSG00000269955	346,0	457,0	412,0	285,0
ENSG00000269964	0,0	0,0	1,0	0,0
ENSG00000269981	0,0	0,0	2,0	0,0
ENSG00000270011	76,0	39,0	84,0	36,0
ENSG00000270024	11,0	20,0	14,0	6,0
ENSG00000270025	0,0	0,0	0,0	1,0
ENSG00000270033	0,0	0,0	0,0	0,0
ENSG00000270073	0,0	0,0	0,0	0,0
ENSG00000270098	0,0	0,0	0,0	0,0
ENSG00000270099	0,0	0,0	0,0	0,0
ENSG00000270106	7,0	3,0	9,0	4,0
ENSG00000270136	36,0	71,0	12,0	28,0
ENSG00000270149	0,0	10,0	15,0	16,0
ENSG00000270166	0,0	0,0	0,0	0,0
ENSG00000270168	0,0	0,0	2,0	0,0
ENSG00000270170	120,0	144,0	117,0	91,0
ENSG00000270181	446,0	303,0	564,0	233,0
ENSG00000270185	0,0	0,0	0,0	0,0
ENSG00000270187	0,0	0,0	0,0	0,0
ENSG00000270188	1215,0	1155,0	1810,0	1469,0
ENSG00000270191	0,0	0,0	0,0	0,0
ENSG00000270192	0,0	0,0	0,0	0,0
ENSG00000270193	0,0	0,0	0,0	0,0
ENSG00000270196	0,0	0,0	0,0	0,0
ENSG00000270200	0,0	0,0	0,0	0,0
ENSG00000270202	0,0	0,0	0,0	0,0
ENSG00000270204	0,0	0,0	0,0	0,0
ENSG00000270209	0,0	0,0	0,0	0,0
ENSG00000270218	0,0	0,0	0,0	0,0
ENSG00000270222	0,0	0,0	0,0	0,0
ENSG00000270225	0,0	0,0	0,0	0,0
ENSG00000270226	0,0	0,0	0,0	0,0
ENSG00000270228	63,0	48,0	43,0	29,0
ENSG00000270230	1,0	0,0	0,0	1,0
ENSG00000270231	1700,0	1680,0	640,0	317,0
ENSG00000270232	0,0	0,0	0,0	0,0
ENSG00000270234	0,0	0,0	0,0	0,0
ENSG00000270236	0,0	1,0	0,0	0,0
ENSG00000270241	0,0	0,0	0,0	0,0
ENSG00000270242	0,0	0,0	0,0	0,0
ENSG00000270243	0,0	0,0	0,0	0,0
ENSG00000270244	0,0	0,0	1,0	0,0
ENSG00000270248	0,0	1,0	1,0	0,0
ENSG00000270249	3,0	3,0	3,0	3,0
ENSG00000270251	0,0	0,0	0,0	0,0
ENSG00000270252	0,0	0,0	0,0	0,0
ENSG00000270255	0,0	0,0	0,0	0,0
ENSG00000270257	2,0	0,0	1,0	1,0
ENSG00000270258	0,0	0,0	0,0	1,0
ENSG00000270259	0,0	0,0	0,0	0,0
ENSG00000270264	2,0	0,0	3,0	0,0
ENSG00000270268	0,0	0,0	0,0	0,0
ENSG00000270269	0,0	0,0	0,0	0,0
ENSG00000270270	0,0	0,0	0,0	0,0
ENSG00000270273	0,0	0,0	0,0	0,0
ENSG00000270275	0,0	0,0	0,0	0,0
ENSG00000270276	60,0	35,0	155,0	49,0
ENSG00000270280	0,0	0,0	0,0	0,0
ENSG00000270281	0,0	0,0	0,0	0,0
ENSG00000270282	0,0	0,0	1,0	0,0
ENSG00000270285	0,0	0,0	0,0	0,0
ENSG00000270287	0,0	0,0	0,0	0,0
ENSG00000270289	0,0	0,0	0,0	0,0
ENSG00000270292	2,0	0,0	0,0	0,0
ENSG00000270293	0,0	0,0	0,0	0,0
ENSG00000270294	0,0	0,0	0,0	0,0
ENSG00000270296	0,0	0,0	0,0	0,0
ENSG00000270299	17,0	0,0	17,0	0,0
ENSG00000270300	4,0	3,0	1,0	2,0
ENSG00000270301	0,0	0,0	0,0	0,0
ENSG00000270304	1,0	2,0	4,0	1,0
ENSG00000270306	0,0	0,0	0,0	0,0
ENSG00000270307	0,0	0,0	0,0	1,0
ENSG00000270308	0,0	0,0	0,0	0,0
ENSG00000270313	0,0	0,0	0,0	0,0
ENSG00000270314	0,0	0,0	0,0	0,0
ENSG00000270316	0,0	0,0	24,0	0,0
ENSG00000270317	0,0	0,0	0,0	0,0
ENSG00000270318	0,0	0,0	0,0	0,0
ENSG00000270322	0,0	0,0	2,0	0,0
ENSG00000270323	0,0	0,0	0,0	0,0
ENSG00000270324	0,0	0,0	0,0	0,0
ENSG00000270325	0,0	0,0	0,0	0,0
ENSG00000270326	0,0	0,0	0,0	0,0
ENSG00000270328	0,0	0,0	0,0	0,0
ENSG00000270330	0,0	0,0	0,0	0,0
ENSG00000270333	0,0	0,0	0,0	0,0
ENSG00000270335	0,0	0,0	0,0	0,0
ENSG00000270336	0,0	0,0	0,0	0,0
ENSG00000270339	0,0	0,0	0,0	0,0
ENSG00000270342	0,0	0,0	0,0	0,0
ENSG00000270343	0,0	0,0	0,0	3,0
ENSG00000270347	0,0	0,0	0,0	0,0
ENSG00000270350	0,0	0,0	0,0	0,0
ENSG00000270352	0,0	0,0	0,0	0,0
ENSG00000270354	0,0	0,0	0,0	0,0
ENSG00000270356	0,0	0,0	0,0	0,0
ENSG00000270359	0,0	0,0	0,0	0,0
ENSG00000270367	0,0	0,0	3,0	0,0
ENSG00000270369	0,0	0,0	0,0	0,0
ENSG00000270371	0,0	0,0	0,0	0,0
ENSG00000270377	0,0	0,0	0,0	0,0
ENSG00000270378	0,0	0,0	0,0	0,0
ENSG00000270379	0,0	0,0	1,0	0,0
ENSG00000270381	0,0	0,0	0,0	0,0
ENSG00000270382	0,0	0,0	0,0	0,0
ENSG00000270385	1,0	0,0	0,0	0,0
ENSG00000270387	0,0	1,0	0,0	0,0
ENSG00000270388	2,0	0,0	0,0	0,0
ENSG00000270390	0,0	0,0	0,0	0,0
ENSG00000270392	265,0	172,0	242,0	106,0
ENSG00000270393	0,0	0,0	0,0	0,0
ENSG00000270394	0,0	1,0	1,0	1,0
ENSG00000270395	0,0	0,0	0,0	0,0
ENSG00000270397	0,0	0,0	0,0	0,0
ENSG00000270400	0,0	0,0	0,0	0,0
ENSG00000270401	0,0	0,0	0,0	0,0
ENSG00000270402	0,0	0,0	1,0	0,0
ENSG00000270405	0,0	0,0	0,0	0,0
ENSG00000270409	7,0	3,0	3,0	0,0
ENSG00000270411	0,0	0,0	0,0	0,0
ENSG00000270413	0,0	0,0	0,0	0,0
ENSG00000270415	0,0	0,0	0,0	0,0
ENSG00000270416	0,0	0,0	0,0	0,0
ENSG00000270421	0,0	0,0	0,0	0,0
ENSG00000270422	0,0	0,0	0,0	0,0
ENSG00000270423	0,0	0,0	0,0	0,0
ENSG00000270424	1,0	0,0	2,0	0,0
ENSG00000270425	0,0	0,0	0,0	0,0
ENSG00000270427	0,0	0,0	1,0	1,0
ENSG00000270429	0,0	0,0	1,0	0,0
ENSG00000270430	0,0	0,0	0,0	0,0
ENSG00000270431	0,0	0,0	0,0	1,0
ENSG00000270432	0,0	0,0	0,0	0,0
ENSG00000270433	5,0	8,0	6,0	2,0
ENSG00000270434	0,0	0,0	0,0	0,0
ENSG00000270435	0,0	0,0	0,0	0,0
ENSG00000270437	0,0	0,0	0,0	0,0
ENSG00000270440	0,0	0,0	0,0	0,0
ENSG00000270441	18,0	21,0	26,0	12,0
ENSG00000270442	0,0	0,0	0,0	0,0
ENSG00000270443	0,0	0,0	1,0	0,0
ENSG00000270444	0,0	0,0	0,0	0,0
ENSG00000270445	0,0	0,0	1,0	0,0
ENSG00000270446	0,0	0,0	0,0	0,0
ENSG00000270447	0,0	0,0	0,0	0,0
ENSG00000270449	0,0	0,0	0,0	0,0
ENSG00000270450	0,0	0,0	0,0	0,0
ENSG00000270451	0,0	0,0	0,0	0,0
ENSG00000270453	0,0	0,0	0,0	0,0
ENSG00000270455	0,0	0,0	0,0	0,0
ENSG00000270456	0,0	0,0	0,0	0,0
ENSG00000270458	0,0	0,0	0,0	0,0
ENSG00000270467	0,0	0,0	0,0	0,0
ENSG00000270469	2,0	0,0	0,0	0,0
ENSG00000270470	0,0	0,0	0,0	0,0
ENSG00000270472	0,0	0,0	0,0	0,0
ENSG00000270474	0,0	0,0	0,0	0,0
ENSG00000270475	0,0	0,0	0,0	1,0
ENSG00000270477	0,0	0,0	0,0	0,0
ENSG00000270479	1,0	1,0	1,0	1,0
ENSG00000270480	0,0	0,0	1,0	1,0
ENSG00000270484	0,0	1,0	1,0	0,0
ENSG00000270488	0,0	0,0	0,0	0,0
